school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,parent_edu_mean,total_alcohol,high_risk,total_support
0,1,1.0340834117873277,1,1,1,0.24088076050644122,0.4175474424357113,3,1,1,0,-0.635701184722968,-0.0038188250129766992,0.8843536022950986,0,1,1,0,1,1,1,0,-1.1044560575047673,-1.258109843947575,0.7726101546566543,0.599297155275823,1.3008947879409654,0.3380614843584926,0.9727502601600325,0.36634094237215953,1.1189799683357993,3.5691918461722696,0.39931275483198186
0,1,-0.5294111246949488,1,0,1,-0.6873914385183809,0.4175474424357113,2,2,1,0,0.7593097484191007,-1.2105675291136073,-0.446388008777526,0,0,0,0,1,1,1,0,1.1399691140161747,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,-1.0042421447095675,-0.3789011267642168,-0.7586440503847741,-0.14588798590041732,-0.892955565058867,-0.2801754691534546,-1.2184158416668165
0,1,0.25233614354618944,1,1,1,-1.615663637543203,-1.4150218882543542,1,2,0,1,0.7593097484191007,-1.2105675291136073,0.8843536022950986,0,1,0,1,1,1,1,0,0.01775652825570375,0.7051628014224678,0.7726101546566543,-0.5279522558382251,-0.23586316715938987,1.055024095481202,-0.4922756949163423,-1.682574770718148,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
1,0,1.0340834117873277,0,0,1,-0.6873914385183809,-0.49873722290932143,0,2,2,1,0.7593097484191007,1.202929879087654,-0.446388008777526,0,0,1,0,1,1,0,0,1.1399691140161747,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,0.5325158103907878,0.3380614843584926,-0.4922756949163423,-0.6581169141729942,0.11301220163846615,-0.2801754691534546,-1.2184158416668165
0,1,1.815830680028466,1,0,1,0.24088076050644122,0.4175474424357113,2,2,1,2,-0.635701184722968,-0.0038188250129766992,0.8843536022950986,0,1,0,1,1,1,1,1,0.01775652825570375,0.7051628014224678,0.7726101546566543,-0.5279522558382251,-1.0042421447095675,-0.3789011267642168,1.9050395042995438,0.36634094237215953,-0.892955565058867,3.5691918461722696,0.39931275483198186
0,1,0.25233614354618944,1,0,1,1.1691529595312633,1.333832107780744,4,4,3,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,1,1,0,1,1,1,1,1,0.01775652825570375,1.6867991241074891,1.6476811541960907,-0.5279522558382251,0.5325158103907878,-1.0958637378869263,1.1059344378942484,1.3907987989173132,0.11301220163846615,-0.2801754691534546,2.0170413513307803
0,1,-0.5294111246949488,1,1,1,1.1691529595312633,-0.49873722290932143,4,2,0,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,0,0,1,1,1,1,0,0.01775652825570375,1.6867991241074891,-1.8526028439616553,-0.5279522558382251,0.5325158103907878,1.055024095481202,-0.4922756949163423,0.36634094237215953,0.11301220163846615,-0.2801754691534546,-1.2184158416668165
0,1,-0.5294111246949488,1,1,1,-0.6873914385183809,-0.49873722290932143,2,2,3,1,0.7593097484191007,-0.0038188250129766992,-0.446388008777526,0,1,0,1,1,1,1,0,1.1399691140161747,0.7051628014224678,0.7726101546566543,0.599297155275823,1.3008947879409654,1.055024095481202,-0.7586440503847741,-0.6581169141729942,1.1189799683357993,-0.2801754691534546,0.39931275483198186
0,0,-0.5294111246949488,1,1,1,-1.615663637543203,-0.49873722290932143,2,3,3,0,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,1,0,0,1,1,1,1,0,0.01775652825570375,0.7051628014224678,-0.10246084488278229,-0.5279522558382251,-1.0042421447095675,-1.8128263490096355,-0.22590733944791053,-1.170345842445571,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,1,-0.5294111246949488,1,0,1,1.1691529595312633,1.333832107780744,4,4,0,1,-0.635701184722968,-1.2105675291136073,-0.446388008777526,0,1,0,0,1,0,1,1,-1.1044560575047673,-0.27647352126255365,-0.9775318444222187,0.599297155275823,-1.0042421447095675,1.055024095481202,-0.7586440503847741,1.3907987989173132,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
0,0,-0.5294111246949488,0,0,1,0.24088076050644122,0.4175474424357113,3,2,3,0,-0.635701184722968,1.202929879087654,0.8843536022950986,1,1,0,1,1,1,1,0,0.01775652825570375,-2.2397461666325964,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,-1.0958637378869263,-0.7586440503847741,0.36634094237215953,-0.892955565058867,-0.2801754691534546,2.0170413513307803
0,1,1.0340834117873277,0,1,1,0.24088076050644122,-0.49873722290932143,3,2,3,1,0.7593097484191007,1.202929879087654,-0.446388008777526,0,1,1,1,1,1,1,0,1.1399691140161747,0.7051628014224678,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,0.3380614843584926,0.30682937148895306,-0.14588798590041732,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,0,-1.311158392936087,1,0,1,1.1691529595312633,1.333832107780744,3,4,2,0,-0.635701184722968,-0.0038188250129766992,0.8843536022950986,1,1,0,1,0,1,1,0,0.01775652825570375,0.7051628014224678,0.7726101546566543,-0.5279522558382251,-1.0042421447095675,-0.3789011267642168,-0.4922756949163423,1.3907987989173132,-0.892955565058867,-0.2801754691534546,2.0170413513307803
0,1,-1.311158392936087,1,0,1,1.1691529595312633,1.333832107780744,1,3,1,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,1,1,0,0,1,1,0,1.1399691140161747,0.7051628014224678,-0.9775318444222187,1.7265465663898711,1.3008947879409654,1.055024095481202,-0.7586440503847741,1.3907987989173132,1.6219638516844659,-0.2801754691534546,0.39931275483198186
0,0,-0.5294111246949488,1,1,1,0.24088076050644122,0.4175474424357113,2,2,3,1,0.7593097484191007,-0.0038188250129766992,-0.446388008777526,0,1,1,1,1,1,1,0,0.01775652825570375,0.7051628014224678,1.6476811541960907,-0.5279522558382251,-1.0042421447095675,0.3380614843584926,-0.22590733944791053,0.36634094237215953,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,0,1.0340834117873277,1,0,1,-0.6873914385183809,0.4175474424357113,0,2,0,1,-0.635701184722968,1.202929879087654,-0.446388008777526,0,1,0,0,1,1,1,0,0.01775652825570375,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,-0.23586316715938987,-0.3789011267642168,-0.22590733944791053,-0.14588798590041732,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
0,1,-0.5294111246949488,1,0,1,0.24088076050644122,0.4175474424357113,0,2,3,2,2.1543206815611695,-0.0038188250129766992,-0.446388008777526,1,1,0,0,0,1,1,0,1.1399691140161747,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,0.5325158103907878,-1.0958637378869263,0.04046101602052127,0.36634094237215953,0.11301220163846615,-0.2801754691534546,2.0170413513307803
0,0,0.25233614354618944,1,0,1,0.24088076050644122,1.333832107780744,0,3,1,1,-0.635701184722968,1.202929879087654,0.8843536022950986,0,1,1,0,1,1,1,1,0.01775652825570375,0.7051628014224678,-0.10246084488278229,1.7265465663898711,1.3008947879409654,1.055024095481202,2.9705129261732712,0.8785698706447365,1.6219638516844659,3.5691918461722696,0.39931275483198186
0,0,-0.5294111246949488,1,0,1,-0.6873914385183809,-0.49873722290932143,3,3,1,1,-0.635701184722968,-1.2105675291136073,2.2150952133677233,0,1,1,0,0,1,1,0,-3.3488812290257095,-1.258109843947575,-0.9775318444222187,-0.5279522558382251,0.5325158103907878,1.055024095481202,1.1059344378942484,-0.6581169141729942,0.11301220163846615,3.5691918461722696,0.39931275483198186
0,1,1.0340834117873277,1,0,1,1.1691529595312633,1.333832107780744,4,3,1,1,0.7593097484191007,-1.2105675291136073,-0.446388008777526,0,0,1,1,1,1,1,0,-1.1044560575047673,-1.258109843947575,0.7726101546566543,-0.5279522558382251,1.3008947879409654,-0.3789011267642168,2.171407859767976,1.3907987989173132,0.6159960849871327,-0.2801754691534546,-1.2184158416668165
0,1,-1.311158392936087,1,0,1,0.24088076050644122,1.333832107780744,2,2,1,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,1,1,1,1,1,1,0,1.1399691140161747,1.6867991241074891,-1.8526028439616553,-0.5279522558382251,-1.0042421447095675,1.055024095481202,-0.7586440503847741,0.8785698706447365,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,1,4.161072484751881,1,0,1,0.24088076050644122,-1.4150218882543542,3,3,2,1,-0.635701184722968,-1.2105675291136073,3.545836824440348,0,0,0,0,0,0,1,1,1.1399691140161747,0.7051628014224678,1.6476811541960907,3.9810453886179675,2.0692737654911433,-1.8128263490096355,1.3723027933626804,-0.6581169141729942,3.1309155017304655,3.5691918461722696,-1.2184158416668165
0,1,1.815830680028466,1,0,1,0.24088076050644122,-0.49873722290932143,3,0,1,1,-0.635701184722968,-1.2105675291136073,3.545836824440348,0,1,0,0,1,0,1,1,0.01775652825570375,1.6867991241074891,0.7726101546566543,-0.5279522558382251,-1.0042421447095675,0.3380614843584926,-0.7586440503847741,-0.14588798590041732,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,1,0.25233614354618944,0,1,1,-1.615663637543203,-0.49873722290932143,2,2,3,1,-0.635701184722968,-1.2105675291136073,-0.446388008777526,0,0,0,0,1,1,0,0,-2.2266686432652385,-1.258109843947575,-0.9775318444222187,1.7265465663898711,0.5325158103907878,1.055024095481202,0.30682937148895306,-1.170345842445571,1.1189799683357993,-0.2801754691534546,-1.2184158416668165
0,1,1.815830680028466,1,0,1,-1.615663637543203,-0.49873722290932143,2,3,0,2,-0.635701184722968,-0.0038188250129766992,0.8843536022950986,0,0,0,0,0,1,1,0,0.01775652825570375,1.6867991241074891,-0.9775318444222187,0.599297155275823,-0.23586316715938987,0.3380614843584926,-0.35909151718212645,-1.170345842445571,0.11301220163846615,-0.2801754691534546,-1.2184158416668165
0,1,1.0340834117873277,1,0,1,1.1691529595312633,0.4175474424357113,4,2,0,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,1,1,0,0,1,1,0,0.01775652825570375,-0.27647352126255365,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,-0.3789011267642168,-0.4922756949163423,0.8785698706447365,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,0,0.25233614354618944,0,0,1,0.24088076050644122,1.333832107780744,0,3,0,0,-0.635701184722968,1.202929879087654,-0.446388008777526,0,1,1,1,0,1,1,0,0.01775652825570375,-0.27647352126255365,0.7726101546566543,0.599297155275823,2.0692737654911433,1.055024095481202,-0.7586440503847741,0.8785698706447365,1.6219638516844659,-0.2801754691534546,0.39931275483198186
0,0,-0.5294111246949488,1,1,1,1.1691529595312633,1.333832107780744,4,4,3,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,1,1,0,1,1,1,0,0.01775652825570375,1.6867991241074891,-0.9775318444222187,-0.5279522558382251,-0.23586316715938987,-0.3789011267642168,-0.7586440503847741,1.3907987989173132,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
0,0,1.0340834117873277,1,0,1,-0.6873914385183809,0.4175474424357113,2,3,3,0,-0.635701184722968,2.4096785831882843,-0.446388008777526,0,1,1,1,1,1,1,1,0.01775652825570375,1.6867991241074891,1.6476811541960907,-0.5279522558382251,0.5325158103907878,-1.0958637378869263,-0.22590733944791053,-0.14588798590041732,0.11301220163846615,-0.2801754691534546,0.39931275483198186
0,1,-1.311158392936087,1,1,0,1.1691529595312633,-0.49873722290932143,1,1,2,0,0.7593097484191007,-1.2105675291136073,0.8843536022950986,0,0,0,0,1,1,0,0,1.1399691140161747,1.6867991241074891,1.6476811541960907,1.7265465663898711,1.3008947879409654,1.055024095481202,0.04046101602052127,0.36634094237215953,1.6219638516844659,-0.2801754691534546,-1.2184158416668165
0,0,-0.5294111246949488,1,0,1,1.1691529595312633,0.4175474424357113,4,2,2,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,0,1,1,1,1,1,1,-3.3488812290257095,-0.27647352126255365,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,-1.8128263490096355,0.5731977269573849,0.8785698706447365,-0.892955565058867,-0.2801754691534546,-1.2184158416668165
0,1,-1.311158392936087,1,0,1,1.1691529595312633,1.333832107780744,3,2,0,1,-0.635701184722968,-1.2105675291136073,-0.446388008777526,0,1,0,1,0,1,1,0,1.1399691140161747,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,-1.0042421447095675,1.055024095481202,-0.22590733944791053,1.3907987989173132,-0.892955565058867,-0.2801754691534546,0.39931275483198186
1,0,1.0340834117873277,0,1,1,1.1691529595312633,1.333832107780744,4,3,0,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,0,1,1,1,1,1,0,1.1399691140161747,0.7051628014224678,-0.10246084488278229,1.7265465663898711,1.3008947879409654,-1.0958637378869263,-0.22590733944791053,1.3907987989173132,1.6219638516844659,-0.2801754691534546,-1.2184158416668165
0,1,0.25233614354618944,1,1,1,1.1691529595312633,1.333832107780744,2,4,1,0,0.7593097484191007,-1.2105675291136073,-0.446388008777526,0,0,1,0,1,1,1,0,0.01775652825570375,-2.2397461666325964,-1.8526028439616553,0.599297155275823,-0.23586316715938987,1.055024095481202,-0.7586440503847741,1.3907987989173132,0.11301220163846615,-0.2801754691534546,-1.2184158416668165
0,0,1.0340834117873277,0,0,1,1.1691529595312633,1.333832107780744,4,2,3,1,0.7593097484191007,-0.0038188250129766992,-0.446388008777526,0,0,1,1,1,1,1,0,0.01775652825570375,-0.27647352126255365,0.7726101546566543,0.599297155275823,-0.23586316715938987,0.3380614843584926,0.30682937148895306,1.3907987989173132,0.11301220163846615,-0.2801754691534546,-1.2184158416668165
0,1,-1.311158392936087,1,1,1,-0.6873914385183809,-0.49873722290932143,3,3,1,1,0.7593097484191007,-0.0038188250129766992,-0.446388008777526,0,0,1,1,1,1,1,0,1.1399691140161747,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,0.5325158103907878,0.3380614843584926,-0.22590733944791053,-0.6581169141729942,0.11301220163846615,-0.2801754691534546,-1.2184158416668165
0,0,-1.311158392936087,1,1,0,1.1691529595312633,0.4175474424357113,2,2,0,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,1,1,1,1,1,1,1,1,1.1399691140161747,-1.258109843947575,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,1.055024095481202,0.30682937148895306,0.8785698706447365,-0.892955565058867,-0.2801754691534546,2.0170413513307803
0,0,-1.311158392936087,1,0,1,-1.615663637543203,-1.4150218882543542,2,2,1,0,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,1,0,1,0,1,1,0,0.01775652825570375,-0.27647352126255365,-0.9775318444222187,0.599297155275823,0.5325158103907878,0.3380614843584926,-0.4922756949163423,-1.682574770718148,0.6159960849871327,-0.2801754691534546,0.39931275483198186
0,1,-0.5294111246949488,1,0,1,-0.6873914385183809,-0.49873722290932143,3,2,3,0,0.7593097484191007,-0.0038188250129766992,0.8843536022950986,0,0,1,1,0,1,1,0,0.01775652825570375,0.7051628014224678,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,-0.3789011267642168,0.8395660824258167,-0.6581169141729942,-0.892955565058867,3.5691918461722696,-1.2184158416668165
0,0,0.25233614354618944,0,1,1,1.1691529595312633,1.333832107780744,3,2,2,1,-0.635701184722968,-1.2105675291136073,-0.446388008777526,0,1,1,0,1,1,0,0,1.1399691140161747,-1.258109843947575,-1.8526028439616553,-0.5279522558382251,-0.23586316715938987,-0.3789011267642168,0.8395660824258167,1.3907987989173132,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
0,0,1.0340834117873277,1,1,1,0.24088076050644122,0.4175474424357113,3,3,1,1,-0.635701184722968,2.4096785831882843,-0.446388008777526,0,1,0,0,1,1,1,0,1.1399691140161747,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,-1.0042421447095675,-1.8128263490096355,0.17364519375473716,0.36634094237215953,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,0,0.25233614354618944,1,0,1,-1.615663637543203,-1.4150218882543542,2,2,0,1,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,1,1,0,0,1,0,0,0.01775652825570375,0.7051628014224678,0.7726101546566543,-0.5279522558382251,0.5325158103907878,-1.8128263490096355,-0.22590733944791053,-1.682574770718148,0.11301220163846615,-0.2801754691534546,0.39931275483198186
0,0,0.25233614354618944,0,0,1,1.1691529595312633,0.4175474424357113,4,2,3,1,0.7593097484191007,1.202929879087654,-0.446388008777526,0,1,1,1,1,1,1,1,0.01775652825570375,0.7051628014224678,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,0.3380614843584926,0.04046101602052127,0.8785698706447365,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,1,-1.311158392936087,1,0,1,-0.6873914385183809,-0.49873722290932143,3,3,1,0,-0.635701184722968,2.4096785831882843,-0.446388008777526,0,1,1,1,1,1,1,0,1.1399691140161747,1.6867991241074891,0.7726101546566543,-0.5279522558382251,-0.23586316715938987,1.055024095481202,0.04046101602052127,-0.6581169141729942,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
0,1,0.25233614354618944,1,0,1,0.24088076050644122,-0.49873722290932143,3,3,0,1,-0.635701184722968,-1.2105675291136073,3.545836824440348,0,1,0,1,1,1,1,0,1.1399691140161747,1.6867991241074891,1.6476811541960907,0.599297155275823,1.3008947879409654,1.055024095481202,1.3723027933626804,-0.14588798590041732,1.1189799683357993,3.5691918461722696,0.39931275483198186
0,1,-0.5294111246949488,1,0,1,0.24088076050644122,0.4175474424357113,3,2,1,0,-0.635701184722968,1.202929879087654,-0.446388008777526,0,1,0,1,1,1,1,0,1.1399691140161747,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,-1.0042421447095675,1.055024095481202,-0.4922756949163423,0.36634094237215953,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,1,-0.5294111246949488,1,0,1,-1.615663637543203,-0.49873722290932143,3,3,2,1,-0.635701184722968,-1.2105675291136073,-0.446388008777526,0,1,1,1,1,1,1,1,-1.1044560575047673,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,-0.23586316715938987,-0.3789011267642168,-0.4922756949163423,-1.170345842445571,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
1,1,1.0340834117873277,0,1,1,-1.615663637543203,-0.49873722290932143,0,3,2,0,2.1543206815611695,-1.2105675291136073,-0.446388008777526,0,1,1,1,1,0,1,1,0.01775652825570375,-0.27647352126255365,-0.10246084488278229,0.599297155275823,0.5325158103907878,-0.3789011267642168,-0.35909151718212645,-1.170345842445571,0.6159960849871327,-0.2801754691534546,0.39931275483198186
0,1,-0.5294111246949488,1,0,1,1.1691529595312633,1.333832107780744,4,4,0,0,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,1,0,1,1,1,1,0,1.1399691140161747,0.7051628014224678,0.7726101546566543,-0.5279522558382251,-0.23586316715938987,1.055024095481202,-0.4922756949163423,1.3907987989173132,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
0,1,-0.5294111246949488,0,0,1,1.1691529595312633,1.333832107780744,4,4,0,1,-0.635701184722968,-1.2105675291136073,-0.446388008777526,0,0,1,1,1,1,1,0,-1.1044560575047673,1.6867991241074891,1.6476811541960907,0.599297155275823,2.0692737654911433,0.3380614843584926,0.30682937148895306,1.3907987989173132,1.6219638516844659,-0.2801754691534546,-1.2184158416668165
0,1,0.25233614354618944,1,0,1,0.24088076050644122,0.4175474424357113,2,2,3,0,-0.635701184722968,-0.0038188250129766992,-0.446388008777526,0,0,0,1,0,1,1,0,0.01775652825570375,-0.27647352126255365,0.7726101546566543,-0.5279522558382251,1.3008947879409654,0.3380614843584926,-0.22590733944791053,0.36634094237215953,0.6159960849871327,-0.2801754691534546,-1.2184158416668165
0,0,-0.5294111246949488,1,1,1,-0.6873914385183809,1.333832107780744,2,1,0,0,0.7593097484191007,-0.0038188250129766992,-0.446388008777526,0,1,1,1,1,1,1,1,0.01775652825570375,-1.258109843947575,-0.9775318444222187,-0.5279522558382251,-0.23586316715938987,1.055024095481202,-0.4922756949163423,0.36634094237215953,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
1,0,1.0340834117873277,1,1,1,-1.615663637543203,-1.4150218882543542,0,3,0,0,0.7593097484191007,1.202929879087654,-0.446388008777526,0,0,0,0,1,1,1,0,1.1399691140161747,-0.27647352126255365,-0.9775318444222187,-0.5279522558382251,-1.0042421447095675,0.3380614843584926,-0.7586440503847741,-1.682574770718148,-0.892955565058867,-0.2801754691534546,-1.2184158416668165
0,0,-1.311158392936087,1,0,1,-1.615663637543203,-1.4150218882543542,0,2,0,1,2.1543206815611695,-1.2105675291136073,-0.446388008777526,0,1,0,1,0,1,1,1,0.01775652825570375,-0.27647352126255365,-0.10246084488278229,-0.5279522558382251,-0.23586316715938987,0.3380614843584926,-0.7586440503847741,-1.682574770718148,-0.3899716817102004,-0.2801754691534546,0.39931275483198186
0,1,0.25233614354618944,1,1,0,1.1691529595312633,-1.4150218882543542,3,2,1,1,0.7593097484191007,-1.2105675291136073,-0.446388008777526,0,0,1,1,1,1,1,1,0.01775652825570375,1.6867991241074891,0.7726101546566543,0.599297155275823,1.3008947879409654,1.055024095481202,3.236881281641703,-0.14588798590041732,1.1189799683357993,-0.2801754691534546,-1.2184158416668165
0,1,0.25233614354618944,0,0,1,0.24088076050644122,1.333832107780744,0,2,0,1,2.1543206815611695,-0.0038188250129766992,-0.446388008777526,0,0,0,0,1,1,0,0,1.1399691140161747,0.7051628014224678,1.6476811541960907,0.599297155275823,1.3008947879409654,1.055024095481202,-0.7586440503847741,0.8785698706447365,1.1189799683357993,-0.2801754691534546,-1.2184158416668165
0,0,-0.5294111246949488,1,1,1,1.1691529595312633,1.333832107780744,1,1,2,1,-0.635701184722968,1.202929879087654,-0.446388008777526,0,1,1,1,1,1,1,1,1.1399691140161747,0.7051628014224678,1.6476811541960907,-0.5279522558382251,-1.0042421447095675,0.3380614843584926,-0.22590733944791053,1.3907987989173132,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,1,-0.5294111246949488,0,0,0,1.1691529595312633,1.333832107780744,2,4,3,1,0.7593097484191007,1.202929879087654,-0.446388008777526,0,1,0,1,1,1,1,1,-2.2266686432652385,0.7051628014224678,-0.10246084488278229,-0.5279522558382251,-1.0042421447095675,1.055024095481202,0.17364519375473716,1.3907987989173132,-0.892955565058867,-0.2801754691534546,0.39931275483198186
0,1,0.25233614354618944,1,1,1,1.1691529595312633,0.4175474424357113,1,2,0,1,0.7593097484191007,-0.0038188250129766992,-0.446388008777526,0,0,0,1,1,1,1,1,-2.2266686432652385,1.6867991241074891,1.6476811541960907,-0.5279522558382251,1.3008947879409654,1.055024095481202,1.1059344378942484,0.8785698706447365,0.6159960849871327,-0.2801754691534546,-1.2184158416668165
0,1,1.0340834117873277,1,1,1,-0.6873914385183809,-0.49873722290932143,2,2,0,1,-0.635701184722968,2.4096785831882843,-0.446388008777526,0,1,0,1,1,1,1,0,0.01775652825570375,1.6867991241074891,1.6476811541960907,0.599297155275823,1.3008947879409654,1.055024095481202,-0.4922756949163423,-0.6581169141729942,1.1189799683357993,-0.2801754691534546,0.39931275483198186
1,1,0.25233614354618944,1,0,1,0.24088076050644122,0.4175474424357113,1,2,0,1,0.7593097484191007,-0.0038188250129766992,-0.446388008777526,0,1,1,0,1,1,1,0,0.01775652825570375,1.6867991241074891,0.7726101546566543,0.599297155275823,0.5325158103907878,-0.3789011267642168,-0.4922756949163423,0.36634094237215953,0.6159960849871327,-0.2801754691534546,0.39931275483198186
